Age,Gender,Nationality,Living Status,Home Town,Relationship Status,Faculty,Education Level,Years of Study,Completed Credit Hours,CGPA,Number of Subjects Failed,SPM Result (A),SPM Result (B),SPM Result (C),Scholarship,PTPTN,Reason Study at Multimedia University,Lecture Class Capacity,Tutorial Class Capacity,Skipping Class,Classroom Facilities,Campus Environment,Additional Course,Family Size,Parent's Education Level.Father,Parent's Education Level.Mother,Father's Occupation,Mother's Occupation,Financial Difficulties,Financial Support,Study Behavior,Study Time,Extra Curricular Activities,Part-time Job,Commute Time,Gaming,Alcohol Consumption,I have enough free time after class,Social Interaction,I hang out with friends
18 - 20,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70,Very Good,0,9,0,0,Yes,No,Course preference,Medium,Large,None,Good,Good,No,MT3,Higher,Higher,Self-employed,Self-employed,Yes,Yes,Alone,5 - 8,Yes,Yes,10 - 30,Non-gamer,Non-drinker,3,1,1
18 - 20,Male,Malaysian,Alone,Urban,No,FOL,Bachelor's,Less than 1,Less than 40,Very Good,0,8,0,1,No,No,CLP Exemption,Medium,Medium,None,Good,Good,No,MT3,Higher,Higher,Insurance Agent,Lawyer,No,Yes,Alone,2 - 5,No,No,10 - 30,Light,Non-drinker,3,4,4
18 - 20,Male,Malaysian,Family,Rural,No,FOB,Bachelor's,1,Less than 40,Very Good,0,10,0,0,No,Yes,Close to home,Extra large,Extra large,None,Moderate,Moderate,No,LE3,Secondary,Secondary,carpenter,sales people,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Heavy,Non-drinker,4,4,2
18 - 20,Male,Malaysian,Friend or roommate,Rural,No,FIST,Bachelor's,Less than 1,Less than 40,Good,0,2,3,2,No,Yes,Close to home,Small,Medium,Less,Poor,Moderate,No,LE3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,No,10 - 30,Light,Less,2,4,3
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FIST,Bachelor's,Less than 1,Less than 40,Very Good,0,8,2,0,No,Yes,Course preference,Medium,Small,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,Yes,Yes,Group,2 - 5,No,No,More than 60,Light,Non-drinker,3,3,3
18 - 20,Male,Malaysian,Friend or roommate,Urban,Yes,FCI,Bachelor's,1,Less than 40,Very Good,0,5,3,0,No,Yes,Course preference,Medium,Medium,None,Poor,Moderate,Yes,MT3,Primary,Secondary,Self-employed,Unemployed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Moderate,Less,3,3,4
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FIST,Bachelor's,2,71 - 100,Very Good,0,6,4,0,No,Yes,Course preference,Medium,Medium,Less,Poor,Poor,Yes,MT3,Early,Early,Self-employed,Unemployed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Light,Non-drinker,4,4,4
18 - 20,Male,Malaysian,Family,Urban,No,FET,Bachelor's,Less than 1,Less than 40,Good,0,6,4,0,No,Yes,Course preference,Medium,Large,None,Moderate,Moderate,No,LE3,Secondary,Primary,Taxi driver,Housewife,No,Yes,Group,2 - 5,Yes,Yes,Less than 10,Moderate,Non-drinker,3,3,3
18 - 20,Female,Malaysian,Alone,Urban,No,FIST,Bachelor's,Less than 1,Less than 40,Good,1 - 2,3,3,4,No,Yes,Course preference,Large,Medium,None,Moderate,Good,No,MT3,Higher,Higher,Industry aspect,Education,No,Yes,Alone,5 - 8,Yes,No,Less than 10,Moderate,Non-drinker,4,3,2
18 - 20,Female,Malaysian,Friend or roommate,Rural,No,FCM,Bachelor's,Less than 1,Less than 40,Very Good,0,0,2,3,No,Yes,Course preference,Extra large,Extra large,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Retired person,Housewife,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Heavy,Non-drinker,4,3,2
18 - 20,Female,Malaysian,Friend or roommate,Urban,Yes,FCM,Bachelor's,Less than 1,Less than 40,Very Good,0,1,5,1,Yes,No,Course preference,Small,Medium,None,Good,Good,No,MT3,Higher,Higher,Unemployed,Engineer ,No,Yes,Alone,2 - 5,No,No,Less than 10,Light,Non-drinker,3,1,2
18 - 20,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,Less than 1,Less than 40,Good,0,4,1,2,No,Yes,Close to home,Medium,Medium,Less,Good,Good,No,MT3,Secondary,Secondary,Supervisor,Kitchen helper,Yes,Yes,Alone,Less than 2,Yes,Yes,Less than 10,Non-gamer,Non-drinker,3,2,1
18 - 20,Male,Malaysian,Family,Urban,No,FOB,Bachelor's,2,Less than 40,Average,0,5,2,1,No,Yes,Close to home,Medium,Small,None,Good,Moderate,No,MT3,Secondary,Secondary,Self-employed,Civil servant,No,Yes,Alone,Less than 2,Yes,Yes,10 - 30,Heavy,Non-drinker,3,2,3
21 - 23,Female,Malaysian,Family,Urban,No,FOM,Bachelor's,1,Less than 40,Very Good,0,6,3,0,No,No,Close to home,Medium,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Group,Less than 2,No,No,10 - 30,Non-gamer,Non-drinker,3,2,4
18 - 20,Female,Non-Malaysian,Family,Urban,No,FOB,Bachelor's,Less than 1,Less than 40,Very Good,0,0,0,0,Yes,No,Close to home,Large,Medium,None,Moderate,Good,No,LE3,Higher,Higher,Education,Unemployed,No,Yes,Group,5 - 8,Yes,No,Less than 10,Moderate,Non-drinker,3,4,3
18 - 20,Female,Malaysian,Alone,Urban,No,FOB,Foundation,1,Less than 40,Good,1 - 2,2,6,2,No,Yes,Course preference,Large,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Secondary,Civil servant,Unemployed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,5,3,2
21 - 23,Female,Malaysian,Friend or roommate,Rural,Yes,FOL,Bachelor's,More than 4,71 - 100,Average,0,4,6,0,No,No,Course preference,Extra large,Medium,None,Moderate,Moderate,No,MT3,Primary,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,No,Less than 10,Non-gamer,Non-drinker,1,3,2
21 - 23,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,Less than 1,Less than 40,Very Good,0,2,4,4,No,Yes,"Because my parent call me study at MMU, no choice ",Large,Large,None,Poor,Poor,No,MT3,Secondary,Higher,Retire,Unemployed,No,Yes,Alone,Less than 2,No,Yes,30 - 60,Non-gamer,Non-drinker,3,3,2
18 - 20,Female,Malaysian,Friend or roommate,Rural,Yes,FCI,Bachelor's,Less than 1,Less than 40,Very Good,0,5,4,0,No,Yes,University reputation,Large,Medium,Less,Poor,Poor,No,MT3,Primary,Secondary,Unemployed,Self-employed,Yes,Yes,Alone,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,2,1,1
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Very Good,0,6,2,1,Yes,Yes,Course preference,Large,Large,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Alone,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,5,3,1
21 - 23,Female,Malaysian,Alone,Urban,Yes,FOL,Bachelor's,Less than 1,Less than 40,Good,0,5,4,1,No,Yes,Course preference,Extra large,Medium,None,Moderate,Good,Yes,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,5 - 8,Yes,No,10 - 30,Non-gamer,Non-drinker,3,4,3
21 - 23,Male,Malaysian,Friend or roommate,Urban,Yes,FIST,Bachelor's,2,40 - 70,Very Good,1 - 2,4,3,3,No,Yes,Course preference,Large,Large,Less,Moderate,Poor,Yes,MT3,Higher,Higher,Finance and banking,chemist,No,Yes,Group,2 - 5,Yes,No,10 - 30,Moderate,Less,3,3,3
18 - 20,Female,Malaysian,Friend or roommate,Urban,Yes,FOL,Bachelor's,2,40 - 70,Very Good,0,0,0,0,No,No,Course preference,Extra large,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Light,Sometimes,3,5,5
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FOL,Bachelor's,Less than 1,Less than 40,Very Good,0,9,0,0,Yes,No,Scholarship,Large,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Civil servant,Education,No,Yes,Alone,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,5,3,3
21 - 23,Male,Malaysian,Alone,Rural,No,FET,Diploma,2,Less than 40,Good,0,4,5,1,No,Yes,Close to home,Small,Small,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Finance and banking,No,Yes,Alone,Less than 2,Yes,Yes,10 - 30,Light,Non-drinker,5,2,4
18 - 20,Female,Malaysian,Family,Urban,No,FOM,Bachelor's,Less than 1,Less than 40,Good,0,4,3,1,No,Yes,Close to home,Large,Small,Less,Moderate,Moderate,No,MT3,Higher,Higher,Retired,Unemployed,No,Yes,Group,2 - 5,No,No,10 - 30,Light,Less,2,3,5
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCI,Foundation,1,Less than 40,Average,0,7,1,1,No,No,Course preference,Small,Large,None,Moderate,Moderate,No,MT3,Higher,Higher,Insurance ,Finance and banking,No,No,Alone,5 - 8,Yes,Yes,Less than 10,Light,Non-drinker,3,3,4
18 - 20,Female,Malaysian,Friend or roommate,Rural,No,FOB,Foundation,Less than 1,Less than 40,Good,0,2,4,1,No,No,University reputation,Medium,Medium,None,Good,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,No,Alone,Less than 2,No,No,Less than 10,Moderate,Non-drinker,5,1,1
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FAC,Foundation,Less than 1,Less than 40,Very Good,0,2,3,3,No,No,Course preference,Small,Small,Less,Good,Good,No,MT3,Higher,Higher,Self-employed,Civil servant,No,Yes,Group,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,3,5,5
18 - 20,Female,Malaysian,Alone,Urban,Yes,FOB,Foundation,Less than 1,Less than 40,Good,0,0,1,3,No,No,Close to home,Medium,Small,None,Poor,Poor,No,LE3,Higher,Higher,Self-employed,Civil servant,No,Yes,Group,5 - 8,Yes,No,Less than 10,Light,Sometimes,2,3,3
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FIST,Diploma,Less than 1,40 - 70,Good,0,3,2,2,No,Yes,Course preference,Large,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Group,Less than 2,No,Yes,10 - 30,Moderate,Non-drinker,2,2,4
18 - 20,Female,Malaysian,Family,Urban,No,FIST,Foundation,Less than 1,Less than 40,Very Good,0,7,2,0,No,No,Close to home,Medium,Medium,Less,Moderate,Good,No,MT3,Higher,Higher,Freelancer ,HouseWife ,No,Yes,Alone,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,3,3,1
18 - 20,Male,Malaysian,Friend or roommate,Rural,No,FCM,Foundation,Less than 1,40 - 70,Good,0,2,3,2,No,No,Course preference,Extra large,Large,None,Good,Good,No,MT3,Higher,Higher,Principal,Teacher ,No,Yes,Group,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,3,4,4
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FIST,Foundation,Less than 1,Less than 40,Very Good,0,4,4,2,No,Yes,University reputation,Medium,Medium,None,Good,Moderate,No,MT3,Primary,Secondary,Self-employed,Housewife,No,Yes,Alone,2 - 5,No,No,10 - 30,Light,Non-drinker,3,2,2
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FAC,Foundation,Less than 1,Less than 40,Very Good,0,4,3,2,No,No,Course preference,Medium,Small,None,Good,Good,No,MT3,Secondary,Secondary,supervisor,Self-employed,No,Yes,Group,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,3,4,4
18 - 20,Female,Malaysian,Family,Urban,No,FIST,Foundation,Less than 1,Less than 40,Very Good,0,6,4,0,No,No,All of above ,Small,Small,None,Moderate,Moderate,No,LE3,Early,Secondary,I don't know ,Cleaning ,No,Yes,Group,5 - 8,Yes,No,10 - 30,Non-gamer,Non-drinker,2,2,3
18 - 20,Female,Malaysian,Family,Urban,No,FCI,Foundation,Less than 1,40 - 70,Very Good,0,8,2,0,No,No,Close to home,Large,Large,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Light,Non-drinker,3,4,3
18 - 20,Male,Malaysian,Family,Urban,No,FOM,Foundation,Less than 1,Less than 40,Average,0,2,4,3,No,Yes,Close to home,Medium,Small,None,Poor,Good,No,MT3,Secondary,Primary,Self-employed,Unemployed,Yes,Yes,Alone,2 - 5,No,No,10 - 30,Moderate,Non-drinker,3,1,1
18 - 20,Female,Malaysian,Friend or roommate,Urban,Yes,FCI,Foundation,Less than 1,Less than 40,Good,0,7,2,0,Yes,No,Course preference,Medium,Medium,Sometimes,Moderate,Moderate,No,LE3,Higher,Higher,Self-employed,Finance and banking,Yes,Yes,Alone,2 - 5,Yes,Yes,Less than 10,Light,Non-drinker,2,2,4
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCI,Foundation,Less than 1,Less than 40,Very Good,0,7,2,0,Yes,No,University reputation,Extra large,Medium,None,Good,Good,No,MT3,Higher,Higher,Education,Education,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Heavy,Non-drinker,4,3,2
21 - 23,Female,Malaysian,Friend or roommate,Urban,Yes,FOM,Foundation,Less than 1,40 - 70,Very Good,0,4,4,1,No,Yes,University reputation,Medium,Medium,Less,Moderate,Moderate,Yes,MT3,Secondary,Secondary,Forklift Operator,Education,Yes,Yes,Alone,Less than 2,No,No,30 - 60,Non-gamer,Non-drinker,4,2,5
18 - 20,Female,Malaysian,Family,Urban,No,FCI,Foundation,Less than 1,Less than 40,Good,0,4,2,2,No,No,Close to home,Large,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Civil servant,private servant,No,Yes,Alone,2 - 5,No,No,30 - 60,Non-gamer,Non-drinker,5,4,4
18 - 20,Female,Malaysian,Friend or roommate,Rural,No,FCM,Foundation,Less than 1,Less than 40,Very Good,0,9,0,0,Yes,No,Scholarship requirenmenp,Large,Large,None,Good,Good,No,MT3,Higher,Secondary,Civil servant,Unemployed,No,No,Alone,5 - 8,Yes,No,Less than 10,Moderate,Non-drinker,4,3,3
18 - 20,Female,Malaysian,Friend or roommate,Urban,Yes,FCI,Foundation,Less than 1,Less than 40,Average,0,2,2,2,No,Yes,Course preference,Medium,Extra large,Less,Moderate,Moderate,No,MT3,Higher,Secondary,Self-employed,Unemployed,No,Yes,Group,2 - 5,Yes,No,10 - 30,Heavy,Less,4,2,2
18 - 20,Female,Malaysian,Family,Urban,No,FOB,Foundation,Less than 1,More than 100,Very Good,0,4,3,2,No,No,Close to home,Small,Medium,None,Good,Good,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,More than 8,No,No,10 - 30,Non-gamer,Non-drinker,2,5,1
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Foundation,Less than 1,Less than 40,Very Good,0,8,0,0,Yes,No,Close to home,Large,Large,None,Good,Good,No,MT3,Higher,Higher,Retired,Housewife,No,Yes,Alone,5 - 8,No,No,Less than 10,Moderate,Non-drinker,4,3,1
18 - 20,Male,Malaysian,Friend or roommate,Urban,Yes,FCI,Foundation,Less than 1,Less than 40,Very Good,0,4,3,2,No,Yes,University reputation,Medium,Small,None,Poor,Moderate,No,LE3,Higher,Higher,engineering ,planner,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Moderate,Sometimes,2,1,1
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FAC,Foundation,Less than 1,Less than 40,Very Good,0,6,2,1,No,No,Close to home,Medium,Large,Less,Moderate,Good,No,MT3,Higher,Higher,Manager,Healthcare,No,Yes,Group,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,3,4,3
18 - 20,Male,Malaysian,Family,Urban,No,FOB,Foundation,Less than 1,Less than 40,Average,0,4,3,3,No,No,Close to home,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,Yes,Less than 10,Moderate,Non-drinker,3,1,1
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FCI,Foundation,Less than 1,Less than 40,Very Good,0,6,3,0,Yes,No,Course preference,Medium,Medium,None,Good,Good,No,MT3,Higher,Higher,Civil servant,Civil servant,No,Yes,Alone,2 - 5,No,No,More than 60,Moderate,Non-drinker,3,4,4
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCM,Foundation,Less than 1,Less than 40,Very Good,0,8,1,0,Yes,No,Course preference,Small,Medium,None,Moderate,Good,No,MT3,Higher,Higher,private company,Education,Yes,Yes,Group,2 - 5,Yes,Yes,Less than 10,Light,Non-drinker,2,3,2
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FIST,Diploma,Less than 1,Less than 40,Very Good,0,5,5,0,No,No,Course preference,Small,Small,None,Moderate,Moderate,No,LE3,Higher,Secondary,Self-employed,Unemployed,No,Yes,Alone,Less than 2,No,No,Less than 10,Moderate,Non-drinker,3,2,2
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FIST,Foundation,Less than 1,40 - 70,Good,0,6,3,0,No,No,Course preference,Medium,Small,Less,Good,Good,No,MT3,Higher,Higher,Oil palm plantation,Unemployed,No,No,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,4,5,5
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FOM,Foundation,Less than 1,Less than 40,Average,0,8,1,0,No,No,Close to home,Extra large,Large,None,Good,Good,No,MT3,Higher,Higher,Civil servant,Education,No,Yes,Alone,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,3,3,3
18 - 20,Female,Malaysian,Alone,Rural,No,FOB,Foundation,Less than 1,Less than 40,Very Good,0,4,4,2,No,Yes,friend recommended,Large,Large,None,Good,Good,No,MT3,Secondary,Secondary,Self-employed,housewife,No,No,Alone,2 - 5,No,No,Less than 10,Light,Non-drinker,2,3,2
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Foundation,Less than 1,Less than 40,Very Good,0,9,2,0,Yes,Yes,University reputation,Medium,Medium,None,Good,Moderate,No,MT3,Primary,Secondary,Self-employed,Unemployed,No,No,Alone,Less than 2,No,No,30 - 60,Moderate,Non-drinker,3,2,3
18 - 20,Female,Malaysian,Family,Urban,Yes,FOM,Foundation,Less than 1,Less than 40,Very Good,0,4,2,2,No,No,Close to home,Large,Medium,Less,Good,Moderate,No,LE3,Higher,Secondary,Self-employed,Self-employed,Yes,Yes,Group,Less than 2,Yes,No,30 - 60,Non-gamer,Less,2,3,4
18 - 20,Female,Malaysian,Family,Urban,No,FIST,Foundation,Less than 1,Less than 40,Very Good,0,10,0,0,No,Yes,My brother study here ,Large,Large,None,Moderate,Moderate,No,LE3,Higher,Secondary,site supervisor,clerk,No,Yes,Alone,5 - 8,No,No,10 - 30,Non-gamer,Non-drinker,2,1,2
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCM,Foundation,Less than 1,71 - 100,Good,0,6,2,2,No,No,Course preference,Large,Medium,None,Moderate,Good,No,MT3,Secondary,Secondary,Self-employed,Finance and banking,No,Yes,Alone,2 - 5,No,No,Less than 10,Moderate,Non-drinker,3,2,3
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FIST,Foundation,Less than 1,Less than 40,Very Good,0,6,2,0,No,No,Course preference,Small,Small,None,Moderate,Good,No,MT3,Higher,Higher,Civil servant,Education,No,Yes,Group,Less than 2,Yes,No,10 - 30,Light,Non-drinker,1,5,3
18 - 20,Female,Malaysian,Family,Urban,No,FCI,Foundation,Less than 1,Less than 40,Very Good,0,8,1,0,Yes,No,University reputation,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Secondary,Civil servant,Unemployed,No,Yes,Alone,Less than 2,No,No,10 - 30,Non-gamer,Non-drinker,3,3,2
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FOB,Foundation,Less than 1,Less than 40,Very Good,0,9,0,0,Yes,No,My dad asked me to do so. I got abroad offer letters but he said if something happened to me it'll be easy for him and my mother to look after me.,Small,Small,None,Moderate,Moderate,No,MT3,Higher,Early,Lorry drivers ,Unemployed,No,No,Alone,More than 8,Yes,No,10 - 30,Light,Non-drinker,1,1,1
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FIST,Foundation,Less than 1,Less than 40,Very Good,0,11,0,0,Yes,No,University reputation,Medium,Medium,None,Good,Good,No,MT3,Higher,Higher,Self-employed,Unemployed,No,Yes,Alone,5 - 8,Yes,No,Less than 10,Non-gamer,Non-drinker,3,3,3
21 - 23,Male,Malaysian,Alone,Urban,No,FCM,Foundation,Less than 1,Less than 40,Good,0,4,4,1,No,No,Course preference,Small,Extra large,None,Moderate,Moderate,No,MT3,Primary,Secondary,idk,non,No,No,Alone,Less than 2,Yes,No,Less than 10,Non-gamer,Non-drinker,5,1,2
18 - 20,Male,Malaysian,Friend or roommate,Rural,No,FCI,Foundation,Less than 1,Less than 40,Very Good,0,10,0,0,No,Yes,Course preference,Large,Large,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,No,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Less,3,3,2
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FIST,Foundation,Less than 1,Less than 40,Very Good,0,9,0,0,Yes,No,University reputation,Small,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Private,Education,No,Yes,Group,5 - 8,Yes,No,Less than 10,Light,Non-drinker,3,4,4
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FIST,Foundation,Less than 1,Less than 40,Very Good,0,9,2,0,Yes,No,University reputation,Medium,Medium,None,Moderate,Good,No,MT3,Secondary,Secondary,private sector,Unemployed,No,Yes,Group,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,3,4,3
18 - 20,Female,Malaysian,Friend or roommate,Urban,Yes,FCM,Foundation,Less than 1,Less than 40,Very Good,0,7,0,2,Yes,No,Course preference,Medium,Large,None,Moderate,Moderate,No,MT3,Higher,Higher,Civil servant,Civil servant,No,No,Alone,Less than 2,Yes,Yes,Less than 10,Non-gamer,Less,3,4,2
18 - 20,Female,Malaysian,Alone,Urban,No,FCM,Foundation,Less than 1,Less than 40,Very Good,0,0,0,0,No,No,Course preference,Medium,Medium,None,Moderate,Poor,No,MT3,Higher,Higher,Finance and banking,Finance and banking,No,No,Alone,5 - 8,No,No,Less than 10,Moderate,Non-drinker,3,1,1
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCI,Foundation,Less than 1,40 - 70,Very Good,0,8,1,0,No,No,University reputation,Small,Medium,None,Moderate,Moderate,No,MT3,Secondary,Higher,About to be retired,Unemployed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Light,Non-drinker,2,4,2
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FIST,Foundation,Less than 1,Less than 40,Good,0,4,1,3,No,Yes,University reputation,Medium,Medium,None,Good,Good,No,LE3,Higher,Secondary,Technician,Unemployed,Yes,No,Alone,Less than 2,Yes,No,Less than 10,Moderate,Non-drinker,4,3,1
21 - 23,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,2,Less than 40,Very Good,1 - 2,0,0,0,No,Yes,University reputation,Large,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Civil servant,Unemployed,No,Yes,Alone,2 - 5,No,No,Less than 10,Light,Non-drinker,4,2,2
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCM,Foundation,Less than 1,40 - 70,Very Good,0,4,3,1,No,No,Close to home,Medium,Medium,None,Moderate,Good,No,MT3,Higher,Higher,Chemical engineering ,Education,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,2,2,2
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCI,Foundation,Less than 1,Less than 40,Very Good,0,9,0,0,Yes,No,under scholar,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Education,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,4,3,4
18 - 20,Female,Malaysian,Alone,Urban,No,FOL,Bachelor's,2,40 - 70,Very Good,1 - 2,7,3,0,No,No,Course preference,Extra large,Large,None,Good,Good,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,No,10 - 30,Light,Less,4,5,5
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCM,Foundation,Less than 1,Less than 40,Very Good,0,2,4,0,No,No,Course preference,Medium,Medium,None,Good,Moderate,No,MT3,Higher,Secondary,Self-employed,Self-employed,Yes,Yes,Alone,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,3,1,2
18 - 20,Male,Malaysian,Friend or roommate,Urban,Yes,FOL,Bachelor's,Less than 1,40 - 70,Good,0,6,2,1,No,No,Course preference,Large,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,IT company,IT company,Yes,Yes,Group,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,3,4,4
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCM,Foundation,Less than 1,Less than 40,Very Good,0,3,2,1,No,Yes,Course preference,Medium,Medium,None,Good,Good,No,MT3,Higher,Higher,Self-employed,Unemployed,No,Yes,Group,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,4,4,5
18 - 20,Female,Malaysian,Family,Urban,No,FAC,Foundation,Less than 1,Less than 40,Very Good,0,1,4,2,No,No,Course preference,Medium,Large,None,Good,Moderate,No,MT3,Secondary,Secondary,Self-employed,Housewife,Yes,Yes,Group,Less than 2,Yes,Yes,More than 60,Moderate,Non-drinker,3,3,3
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Foundation,Less than 1,Less than 40,Very Good,0,11,0,0,No,Yes,Close to home,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Higher,Self-employed,Self-employed,No,No,Alone,Less than 2,No,No,Less than 10,Heavy,Non-drinker,2,3,1
18 - 20,Female,Malaysian,Family,Urban,No,FOM,Bachelor's,1,Less than 40,Very Good,0,7,3,0,No,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Primary,fnb,Self-employed,Yes,No,Group,2 - 5,No,Yes,30 - 60,Light,Less,2,2,3
18 - 20,Male,Malaysian,Family,Urban,No,FIST,Foundation,Less than 1,Less than 40,Very Good,0,3,1,4,No,No,Course preference,Medium,Medium,None,Good,Good,No,MT3,Secondary,Secondary,Manager,Housewife,No,Yes,Group,Less than 2,Yes,No,30 - 60,Moderate,Less,2,5,2
18 - 20,Female,Malaysian,Family,Urban,No,FOM,Foundation,Less than 1,Less than 40,Good,0,3,2,3,No,Yes,Close to home,Large,Large,None,Good,Good,No,MT3,Higher,Secondary,Engineering ,Housewife ,No,Yes,Group,2 - 5,Yes,No,10 - 30,Light,Non-drinker,3,3,4
18 - 20,Female,Malaysian,Family,Urban,No,FOM,Foundation,1,Less than 40,Very Good,0,1,3,3,No,No,Affordable tuition fee,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,No,No,Alone,Less than 2,Yes,No,30 - 60,Light,Less,2,3,2
18 - 20,Male,Malaysian,Family,Urban,No,FIST,Foundation,Less than 1,Less than 40,Very Good,0,9,0,0,No,Yes,Course preference,Small,Medium,None,Good,Good,No,MT3,Higher,Secondary,Finance and banking,Stock Controller,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,3,3,3
